#Classification,HK1-1,HK1-2,HK1-3,HK1-4,HK1-5,HK2-1,HK2-2,HK2-3,HK2-4,HK2-5,HK3-1,HK3-2,HK3-3,HK3-4,HK3-5
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_terricola,8.25905E-05,6.59195E-05,7.14931E-05,7.37957E-05,7.10393E-05,7.35867E-05,6.87745E-05,9.25972E-05,7.92882E-05,6.71277E-05,0.00016501,7.14505E-05,7.04668E-05,6.95434E-05,9.27463E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_graminis,8.29318E-05,6.85046E-05,6.25203E-05,7.46505E-05,7.20398E-05,6.30139E-05,5.49382E-05,6.29186E-05,7.60519E-05,7.33979E-05,0.000131397,5.70496E-05,7.60594E-05,4.91828E-05,9.46173E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_ginsengisoli,8.87336E-05,7.36748E-05,8.53865E-05,9.26008E-05,8.12949E-05,8.52168E-05,6.75537E-05,8.49995E-05,9.35277E-05,9.14707E-05,0.000135216,7.3666E-05,9.06002E-05,7.00723E-05,0.00010905
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_hospita,0.00016757,0.000106958,0.000123593,0.000129641,9.90548E-05,0.000104882,0.000104179,0.000123226,0.000104531,0.000110281,0.000506107,0.000153425,0.000135341,0.000112644,0.000157695
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_terrae,0.000173713,0.000110512,0.000136618,0.000129926,0.000119316,0.000230487,0.000106621,0.000230781,0.000145308,0.00013278,0.000617641,0.000410979,0.000158271,0.00018827,0.000210082
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_phytofirmans,0.000119108,0.000107281,0.000102464,0.000111691,9.48024E-05,8.05648E-05,9.60401E-05,0.000126787,9.96766E-05,0.000116183,0.000228416,9.1944E-05,0.000112971,9.54569E-05,0.000101299
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_sprentiae,0.000107163,7.72292E-05,9.0886E-05,0.000102003,8.07947E-05,8.52168E-05,8.0983E-05,9.18849E-05,9.32041E-05,8.26187E-05,0.000170739,9.08363E-05,7.88558E-05,7.58896E-05,0.000106912
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_atlantica,0.000112623,6.49501E-05,8.48076E-05,7.23711E-05,7.7793E-05,6.97805E-05,7.36579E-05,8.14381E-05,8.28481E-05,6.45459E-05,0.000167302,6.31423E-05,9.89891E-05,6.42549E-05,9.11426E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_phenoliruptrix,0.000120814,9.95255E-05,0.000105358,0.000107987,0.000109811,9.36751E-05,8.74942E-05,0.000115628,9.67639E-05,0.000113232,0.000218485,9.36057E-05,0.000104582,9.01685E-05,0.000130433
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_fungorum,0.000135489,0.000111805,0.000120409,0.00011454,0.000121317,0.000109746,0.00012005,0.000133198,0.000132363,0.00012024,0.000257828,0.000127392,0.000138697,0.000115289,0.000160636
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_phymatum,0.000138561,6.97971E-05,7.29403E-05,7.09464E-05,7.25401E-05,6.57629E-05,8.13899E-05,7.88263E-05,7.31393E-05,7.33979E-05,0.000511836,5.64957E-05,6.93483E-05,7.27165E-05,0.000110654
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_edwinii,0.000127299,8.91852E-05,8.36498E-05,9.45952E-05,8.17952E-05,8.03533E-05,6.22633E-05,8.83235E-05,0.0001,7.5242E-05,0.000173413,7.8097E-05,7.66187E-05,8.38223E-05,0.000101567
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_acidisoli,0.000130711,0.000123761,0.000128224,0.000136479,0.000120317,0.000119473,0.000107842,0.000123938,0.000124919,0.000129092,0.000199005,0.000125731,0.000128071,0.000117404,0.000156359
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_acidiphila,0.0001331,0.000103403,0.00026658,0.000111691,0.00012732,0.000116935,9.7261E-05,0.000114678,0.000122978,0.000101429,0.000300608,9.91445E-05,0.00015156,0.000102596,0.000134977
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_tropica,0.00013822,0.000133455,0.00013604,0.00013477,0.000121067,0.000130046,0.000109876,0.000137709,0.000141424,0.000129829,0.000197095,0.000117976,0.000124156,0.000110529,0.000168387
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_aromaticivorans,0.000165522,0.000143472,0.000141539,0.000158419,0.000149082,0.000131103,0.000126968,0.000161214,0.00015534,0.000172983,0.000245605,0.000131823,0.00017393,0.000120842,0.00017106
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_pallida,0.00014095,0.000100495,0.000139802,0.000126507,0.00010881,9.66355E-05,0.000119236,0.000114441,0.000107767,0.000118396,0.000195567,0.000103576,0.000130867,0.000105505,0.000134977
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_caribensis,0.00021023,0.00014735,0.000183219,0.00015329,0.00014383,0.000164724,0.000135921,0.000169762,0.000153722,0.000160074,0.000737961,0.000146778,0.00015883,0.000148342,0.000231198
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_sp._PGU19,9.96547E-05,6.26882E-05,7.2072E-05,5.44208E-05,6.57864E-05,8.18335E-05,5.81938E-05,9.09352E-05,6.7314E-05,6.56524E-05,0.000320853,7.69893E-05,7.60594E-05,5.34136E-05,8.9539E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_sp._FT54,8.46382E-05,8.98315E-05,8.74126E-05,8.94666E-05,8.6798E-05,6.93576E-05,6.67398E-05,7.66895E-05,9.19096E-05,9.18396E-05,0.000129487,7.20044E-05,9.17187E-05,5.52645E-05,0.000116534
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_sp._PGU16,9.18052E-05,6.4627E-05,7.90187E-05,8.06339E-05,6.57864E-05,7.02034E-05,5.98216E-05,7.17035E-05,6.27833E-05,6.08575E-05,0.000348736,6.86811E-05,7.99743E-05,5.12982E-05,9.78247E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_sp._SOS3,8.1908E-05,6.13956E-05,6.83092E-05,6.78123E-05,7.15395E-05,5.89963E-05,6.91815E-05,7.12286E-05,5.98707E-05,5.56939E-05,0.000149731,5.26186E-05,7.43817E-05,6.71636E-05,7.08293E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_sp._D15,0.000112965,9.24166E-05,0.000107095,0.000121093,0.000112562,0.000100019,0.000102958,0.000104706,0.000118123,9.84786E-05,0.000179143,0.00011133,0.000100108,8.85819E-05,0.000135511
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_sp._SUR17,0.000115012,9.37091E-05,9.26227E-05,0.000106277,0.000100556,9.32522E-05,9.88888E-05,0.000110167,9.83821E-05,0.00010106,0.000166538,0.000110776,0.000102904,7.56252E-05,0.000129898
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_sabiae,0.003013872,0.000115359,0.000973985,0.000109411,8.55473E-05,0.000606245,0.000111504,0.000280641,0.000123625,0.000419364,0.015191986,0.000114653,0.000174489,0.000102596,0.00019752
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._MS389,0,0,0,0,0,0,0,0,0,0,8.78525E-06,0,0,4.23078E-06,0
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._B21-005,0,0,0,0,2.27626E-05,2.83351E-05,0,2.51674E-05,0,3.28262E-05,0,0,0,0,0
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_humptydooensis,0,0,0.000149643,0,0,0,0,0,0,0,0,0,0,7.74761E-05,0
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._EMB26,0,6.78583E-06,6.36781E-06,0,3.75207E-06,2.96039E-06,6.91815E-06,7.83515E-06,7.44338E-06,6.27017E-06,1.64246E-05,0,0,2.37981E-06,5.34561E-06
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._B21-007,0,6.52732E-05,5.64419E-05,7.18012E-05,5.92828E-05,2.43175E-05,0,5.46086E-05,6.08415E-05,7.7455E-05,0,6.70195E-05,0,0,7.51058E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_perseverans,9.24877E-05,7.36748E-05,8.16237E-05,9.5735E-05,8.57974E-05,7.80273E-05,8.0576E-05,8.28626E-05,7.79937E-05,6.71277E-05,9.20541E-05,5.70496E-05,8.61261E-05,7.90627E-05,0.000116534
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_plantarii,0.00010375,9.85561E-05,9.89905E-05,9.80144E-05,0.000111061,8.6697E-05,8.0576E-05,0.000101857,9.28804E-05,9.84786E-05,0.000107715,9.91445E-05,0.000102904,7.6154E-05,0.000117336
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_glumae,0.000141974,0.000129577,0.000144433,0.000176939,0.000142329,0.000566702,0.001257068,0.00013486,0.000170227,0.001053389,0.000153169,0.000134039,0.001126351,0.00013089,0.000183622
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_gladioli,0.000381213,0.000336707,0.000316075,0.000394337,0.000378709,0.000335158,0.000320676,0.000352582,0.000377994,0.000336007,0.0003728,0.000365007,0.000326049,0.000289808,0.000435667
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._KJ006,3.75412E-06,4.20075E-06,3.7628E-06,5.41358E-06,5.75318E-06,2.11456E-06,0,3.79886E-06,0,0,6.11148E-06,0,0,2.64424E-06,0
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._M701,2.0477E-06,0,1.15778E-06,1.42463E-06,1.75097E-06,1.26874E-06,3.2556E-06,1.18714E-06,1.2945E-06,0,0,2.7694E-06,2.7963E-06,1.58654E-06,2.40552E-06
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._MBR-1,5.11925E-06,2.90821E-06,0,4.84373E-06,5.00277E-06,2.11456E-06,0,2.13686E-06,3.23625E-06,1.1065E-05,8.78525E-06,7.20044E-06,0,2.11539E-06,5.07833E-06
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._LAS2,7.16695E-06,5.17016E-06,1.15778E-05,0,0,5.70932E-06,6.10425E-06,6.17315E-06,6.4725E-06,6.27017E-06,7.63935E-06,0,8.94817E-06,7.66829E-06,8.01841E-06
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._MSMB1588,4.0954E-06,6.13956E-06,4.05224E-06,4.27388E-06,4.25235E-06,2.96039E-06,5.29035E-06,5.22343E-06,2.91263E-06,2.58183E-06,9.54918E-06,7.20044E-06,3.91482E-06,1.32212E-06,2.94009E-06
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._KBS0801,4.43668E-06,4.52389E-06,4.34169E-06,3.98896E-06,5.2529E-06,2.96039E-06,5.29035E-06,4.74857E-06,4.20713E-06,7.00784E-06,5.34754E-06,6.64656E-06,7.27039E-06,4.4952E-06,6.41473E-06
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._MSMB617WGS,8.53208E-06,3.55448E-06,6.07836E-06,2.84925E-06,6.75373E-06,4.22912E-06,9.35984E-06,8.31001E-06,1.42395E-05,0,7.25738E-06,1.21854E-05,4.47409E-06,3.70193E-06,6.68201E-06
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._IDO3,1.43339E-05,1.06635E-05,1.76562E-05,1.11121E-05,1.22568E-05,1.45905E-05,9.76679E-06,1.73323E-05,1.74758E-05,1.25403E-05,2.90295E-05,1.71703E-05,8.38891E-06,1.08414E-05,1.57695E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._PAMC_28687,4.19778E-05,2.165E-05,2.60501E-05,2.19393E-05,1.70094E-05,1.90311E-05,4.15089E-05,2.44552E-05,2.13593E-05,2.17612E-05,5.53853E-05,1.32931E-05,3.41149E-05,3.75482E-05,1.73732E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._PAMC_26561,3.71999E-05,2.03575E-05,2.02612E-05,1.16819E-05,1.70094E-05,1.64936E-05,2.31961E-05,1.92317E-05,1.52104E-05,1.80728E-05,4.54541E-05,1.71703E-05,3.35556E-05,3.04087E-05,1.81751E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._MS455,2.21834E-05,1.74493E-05,1.64984E-05,1.85202E-05,1.72595E-05,1.39561E-05,2.23822E-05,2.44552E-05,1.87703E-05,2.76625E-05,1.94803E-05,1.16315E-05,1.51E-05,1.40145E-05,2.29861E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._S-53,2.5255E-05,2.35888E-05,2.34451E-05,2.3079E-05,2.05113E-05,2.00883E-05,2.52309E-05,2.54049E-05,2.23301E-05,2.84002E-05,3.01754E-05,9.96984E-06,2.40482E-05,1.98318E-05,1.97788E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._MSMB0856,3.17393E-05,1.77724E-05,2.54712E-05,2.50734E-05,2.1762E-05,1.45905E-05,2.4417E-05,2.54049E-05,1.94175E-05,1.5491E-05,3.28492E-05,1.32931E-05,2.01334E-05,1.77164E-05,2.11152E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._THE68,4.43668E-05,4.81471E-05,7.87293E-05,5.55605E-05,5.15285E-05,4.14454E-05,4.76131E-05,6.12566E-05,3.98059E-05,4.75795E-05,0.000341861,5.64957E-05,5.64853E-05,4.81251E-05,6.25436E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._JP2-270,3.31045E-05,3.23135E-05,3.1839E-05,3.4476E-05,2.60144E-05,3.29872E-05,3.05212E-05,2.77792E-05,3.04208E-05,2.91379E-05,3.4759E-05,2.71401E-05,2.85223E-05,2.80289E-05,4.06266E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._LA-2-3-30-S1-D2,4.06127E-05,3.90993E-05,3.50229E-05,3.70403E-05,3.95218E-05,3.34101E-05,3.49977E-05,4.08377E-05,3.23625E-05,3.17197E-05,4.39262E-05,3.37867E-05,3.97075E-05,2.98799E-05,4.3834E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._NRF60-BP8,4.30017E-05,3.65142E-05,5.3258E-05,4.9862E-05,4.45246E-05,3.95423E-05,3.37768E-05,4.34495E-05,4.11004E-05,3.24574E-05,3.74328E-05,3.98793E-05,3.52334E-05,3.46395E-05,5.74653E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._Bp7605,6.10897E-05,5.13784E-05,5.64419E-05,5.52755E-05,5.30293E-05,4.25027E-05,4.43575E-05,5.55583E-05,5.56635E-05,4.31535E-05,6.87541E-05,4.37565E-05,5.81631E-05,4.83895E-05,6.97602E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._JSH-S8,6.55264E-05,5.49329E-05,5.38369E-05,6.4963E-05,5.87825E-05,5.0538E-05,4.31367E-05,5.95946E-05,6.76377E-05,6.4177E-05,6.41705E-05,5.5388E-05,5.48075E-05,4.8654E-05,6.7622E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._FERM_BP-3421,0.000118767,9.98487E-05,0.000106806,0.000116535,0.000119816,0.00010742,0.000100924,0.000106131,0.0001178,9.55279E-05,0.000119556,0.000107453,0.000118004,9.73079E-05,0.000137649
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._DHOD12,0.000121497,8.75696E-05,0.000113173,0.000125367,0.000116815,9.83271E-05,8.66803E-05,0.000107793,0.000111651,0.000106962,0.000195185,0.000100252,0.000126952,7.98559E-05,0.000124018
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_mallei,2.76439E-05,3.45754E-05,1.6209E-05,3.27664E-05,0.000129321,2.51633E-05,3.45907E-05,0.00059832,7.28157E-05,3.79899E-05,0.00019022,2.10474E-05,1.34223E-05,2.77645E-05,2.72626E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_savannae,1.29688E-05,1.29254E-05,1.042E-05,1.16819E-05,8.5047E-06,6.97805E-06,1.30224E-05,1.97066E-05,7.76701E-06,1.69663E-05,2.02443E-05,7.75432E-06,1.00667E-05,7.93271E-06,7.75113E-06
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_mayonis,5.28989E-05,4.65314E-05,5.64419E-05,4.35936E-05,4.62756E-05,4.25027E-05,4.47645E-05,5.72203E-05,5.24273E-05,4.6473E-05,5.95869E-05,5.70496E-05,3.69112E-05,4.6803E-05,5.88017E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_oklahomensis,5.69943E-05,3.81299E-05,4.16802E-05,4.55881E-05,5.02778E-05,3.59475E-05,7.12162E-05,4.46366E-05,5.24273E-05,3.94652E-05,6.14967E-05,4.65259E-05,4.86557E-05,5.23559E-05,6.5751E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_thailandensis,0.002603308,0.003726068,0.004323452,0.004518918,0.003618,0.003622455,0.003685337,0.003207187,0.004535931,0.003456339,0.006490771,0.003604096,0.002724718,0.00414061,0.007072509
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_pseudomallei,0.001260018,0.002309768,0.001936103,0.001175887,0.001122621,0.000899746,0.001617625,0.000757635,0.001390941,0.001018349,0.002479732,0.000601513,0.001935601,0.000737213,0.001628273
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_orbicola,1.74054E-05,1.45411E-05,2.60501E-05,4.24539E-05,2.27626E-05,1.73394E-05,3.54046E-05,2.6592E-05,1.8123E-05,3.68834E-05,2.2918E-05,8.86208E-06,9.50743E-06,1.26923E-05,2.27188E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_aenigmatica,2.5255E-05,3.00515E-05,3.03918E-05,4.72976E-05,3.32684E-05,3.02382E-05,4.11019E-05,3.03909E-05,2.8479E-05,4.27847E-05,3.24672E-05,3.60022E-05,1.11852E-05,2.59135E-05,3.26082E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_metallica,3.41283E-05,2.74665E-05,3.56018E-05,3.76102E-05,3.30183E-05,2.91809E-05,3.2149E-05,3.324E-05,2.62136E-05,3.72522E-05,3.5141E-05,2.71401E-05,3.80297E-05,2.90866E-05,3.84884E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_diffusa,4.40255E-05,3.19904E-05,3.84963E-05,5.44208E-05,4.25235E-05,3.55246E-05,2.80795E-05,3.27652E-05,3.23625E-05,3.57769E-05,3.97246E-05,3.26789E-05,3.07593E-05,3.06731E-05,4.99815E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_territorii,4.57319E-05,4.03919E-05,5.00741E-05,4.81524E-05,5.57808E-05,4.33485E-05,5.6973E-05,5.38963E-05,4.69257E-05,4.79484E-05,6.37885E-05,3.2125E-05,4.86557E-05,4.17789E-05,4.70414E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_seminalis,4.88035E-05,3.48986E-05,4.42852E-05,4.41634E-05,4.37742E-05,3.74277E-05,5.33104E-05,4.03629E-05,3.78642E-05,5.27432E-05,6.34066E-05,3.60022E-05,3.8589E-05,3.91347E-05,4.00921E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_stagnalis,5.28989E-05,4.94396E-05,5.47053E-05,6.72424E-05,5.27792E-05,4.46172E-05,5.77869E-05,5.86449E-05,6.05179E-05,6.27017E-05,5.53853E-05,4.54181E-05,5.20112E-05,4.70674E-05,6.65528E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_arboris,5.15338E-05,4.71777E-05,4.92058E-05,4.78675E-05,4.80265E-05,4.20798E-05,4.8427E-05,4.62986E-05,4.33658E-05,5.0899E-05,0.000158134,4.26487E-05,4.41816E-05,3.86059E-05,5.77326E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_anthina,6.89392E-05,3.45754E-05,9.03071E-05,6.0974E-05,5.45301E-05,3.80621E-05,5.33104E-05,6.86169E-05,6.11652E-05,5.42185E-05,9.20541E-05,4.98492E-05,4.53001E-05,4.81251E-05,5.9069E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_vietnamiensis,0.003313518,6.36576E-05,7.32298E-05,0.000103428,8.20454E-05,6.93576E-05,7.69135E-05,9.71084E-05,8.99678E-05,9.47902E-05,0.000132543,7.20044E-05,5.92816E-05,0.002266375,0.000120543
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_latens,6.04071E-05,4.65314E-05,5.12319E-05,5.67002E-05,4.62756E-05,5.34984E-05,5.20896E-05,5.29466E-05,7.76701E-05,5.20055E-05,6.79902E-05,6.75733E-05,4.80964E-05,4.83895E-05,7.75113E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_pseudomultivorans,6.55264E-05,6.59195E-05,7.26509E-05,6.95218E-05,7.10393E-05,6.40712E-05,6.87745E-05,7.07538E-05,6.69904E-05,6.93407E-05,7.86853E-05,6.81272E-05,6.26372E-05,5.63222E-05,7.0562E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_dolosa,6.82566E-05,5.33173E-05,7.06248E-05,7.46505E-05,5.75318E-05,0.000452939,5.81938E-05,7.97761E-05,5.76053E-05,5.5325E-05,9.89295E-05,5.64957E-05,4.58594E-05,4.83895E-05,7.9115E-05
