Classification,Water,WT,dagr,Phylum,color
Synechococcus_sp__MIT_S9220,3.40167E-06,3.15057E-06,3.88903E-06,nosig,#EAEAEA
Synechococcus_sp__CC9311,4.54847E-06,4.22663E-06,5.91987E-06,nosig,#EAEAEA
Synechococcus_sp__M16_1,1.21783E-05,9.19935E-06,1.05032E-05,nosig,#EAEAEA
Synechococcus_sp__PCC_7336,6.05039E-06,6.74812E-06,6.14425E-06,nosig,#EAEAEA
Synechococcus_sp__NOUM97013,4.25929E-06,4.92887E-06,4.15618E-06,nosig,#EAEAEA
Synechococcus_sp__PCC_7003,3.97108E-06,2.73672E-06,4.57882E-06,nosig,#EAEAEA
Synechococcus_sp__WH_8101,7.15058E-06,5.80821E-06,6.33978E-06,nosig,#EAEAEA
Synechococcus_sp__RS9909,8.89254E-06,9.7936E-06,8.02774E-06,nosig,#EAEAEA
Synechococcus_sp__NB0720_010,1.20381E-05,1.0479E-05,1.07928E-05,nosig,#EAEAEA
Synechococcus_sp__Minos11,1.03834E-05,9.30445E-06,9.90424E-06,nosig,#EAEAEA
Synechococcus_sp__CB0101,9.62598E-06,1.06659E-05,1.03437E-05,nosig,#EAEAEA
Synechococcus_sp__SynAce01,9.98501E-06,1.12374E-05,8.33393E-06,nosig,#EAEAEA
Synechococcus_sp__LA31,1.48292E-05,1.45264E-05,1.32899E-05,nosig,#EAEAEA
Synechococcus_sp__CCFWC_502,1.31692E-05,1.24569E-05,1.13832E-05,nosig,#EAEAEA
Synechococcus_sp__CBW1108,1.48886E-05,1.35298E-05,1.35561E-05,nosig,#EAEAEA
Synechococcus_sp__CBW1107,1.54829E-05,1.71414E-05,1.37172E-05,nosig,#EAEAEA
Synechococcus_sp__RSCCF101,2.5366E-05,2.3143E-05,2.26785E-05,nosig,#EAEAEA
Synechococcus_sp__CBW1004,3.52165E-05,3.00306E-05,3.26159E-05,nosig,#EAEAEA
Ndongobacter_massiliensis,3.43562E-06,2.91445E-06,2.92727E-06,nosig,#EAEAEA
Limnochorda_pilosa,3.24161E-05,2.89177E-05,2.99875E-05,nosig,#EAEAEA
Turicibacter_sanguinis,2.31248E-06,3.26996E-06,2.57164E-06,nosig,#EAEAEA
Turicibacter_sp__TJ11,4.60055E-06,2.43672E-06,3.56499E-06,nosig,#EAEAEA
Catenibacterium_sp__co_0103,2.43024E-06,1.51663E-06,3.45122E-06,nosig,#EAEAEA
Catenibacterium_mitsuokai,5.01368E-06,2.39258E-06,4.44119E-06,nosig,#EAEAEA
Intestinibaculum_porci,2.47882E-06,1.55592E-06,2.71907E-06,nosig,#EAEAEA
Longicatena_caecimuris,6.53648E-06,6.97828E-06,8.26313E-06,nosig,#EAEAEA
Faecalibaculum_rodentium,3.73884E-06,3.38943E-06,4.67103E-06,nosig,#EAEAEA
Amedibacterium_intestinale,6.95977E-06,6.46816E-06,7.08624E-06,nosig,#EAEAEA
Allobaculum_mucilyticum,2.82665E-06,4.0461E-06,3.61973E-06,nosig,#EAEAEA
Allobaculum_sp__Allo2,3.27895E-06,2.58213E-06,1.43779E-06,nosig,#EAEAEA
Tannockella_kyphosi,5.03742E-06,3.66636E-06,5.36721E-06,nosig,#EAEAEA
Faecalibacillus_intestinalis,7.73655E-06,6.73755E-06,1.05378E-05,nosig,#EAEAEA
Erysipelothrix_sp__A18Y020d,0,0,9.39464E-07,nosig,#EAEAEA
Erysipelothrix_piscisicarius,9.99832E-07,5.38662E-07,1.19599E-06,nosig,#EAEAEA
Erysipelothrix_sp__HDW6C,6.233E-07,1.24536E-06,1.91442E-06,nosig,#EAEAEA
Erysipelothrix_rhusiopathiae,5.27219E-06,4.00418E-06,4.39275E-06,nosig,#EAEAEA
Erysipelothrix_inopinata,2.99789E-06,2.58155E-06,3.05455E-06,nosig,#EAEAEA
Erysipelothrix_larvae,4.25885E-06,2.14352E-06,4.61618E-06,nosig,#EAEAEA
Erysipelothrix_sp__HDW6A,3.52939E-06,3.03282E-06,5.2173E-06,nosig,#EAEAEA
Ezakiella_coagulans,2.46244E-05,2.15288E-05,4.23674E-05,nosig,#EAEAEA
Caloranaerobacter_azorensis,3.16892E-06,2.38796E-06,2.61937E-06,nosig,#EAEAEA
Gottschalkia_acidurici,5.34639E-06,3.5065E-06,7.46822E-06,nosig,#EAEAEA
Keratinibaculum_paraultunense,2.55687E-06,2.24568E-06,3.36696E-06,nosig,#EAEAEA
Schnuerera_ultunensis,5.72339E-06,5.68286E-06,5.55888E-06,nosig,#EAEAEA
Gudongella_oleilytica,1.42608E-06,9.77116E-07,1.75095E-06,nosig,#EAEAEA
Murdochiella_vaginalis,3.37905E-06,2.1293E-06,1.90316E-06,nosig,#EAEAEA
Finegoldia_magna,1.23027E-05,8.18844E-06,1.04324E-05,nosig,#EAEAEA
Anaerococcus_obesiensis,1.66092E-06,1.76793E-06,2.9723E-06,nosig,#EAEAEA
Anaerococcus_vaginalis,2.33318E-06,2.99055E-06,1.45408E-06,nosig,#EAEAEA
Anaerococcus_mediterraneensis,4.37725E-06,3.54601E-06,3.35818E-06,nosig,#EAEAEA
Anaerococcus_prevotii,3.46381E-06,2.67979E-06,3.12282E-06,nosig,#EAEAEA
Peptoniphilus_ivorii,4.2519E-06,4.26553E-06,2.67764E-06,nosig,#EAEAEA
Peptoniphilus_harei,5.73009E-06,4.13803E-06,6.00223E-06,nosig,#EAEAEA
Peptoniphilus_sp__SAHP1,3.41458E-06,2.9657E-06,2.02364E-06,nosig,#EAEAEA
Peptoniphilus_sp__GNH,3.47502E-06,2.5597E-06,4.70333E-06,nosig,#EAEAEA
Phascolarctobacterium_succinatutens,3.53308E-05,9.34403E-06,3.47488E-06,nosig,#EAEAEA
Phascolarctobacterium_faecium,4.76888E-06,4.79549E-06,6.37577E-06,nosig,#EAEAEA
Acidaminococcus_intestini,4.24432E-06,3.72783E-06,4.09217E-06,nosig,#EAEAEA
Acidaminococcus_fermentans,6.42601E-06,5.89458E-06,7.03382E-06,nosig,#EAEAEA
Dialister_pneumosintes,1.30718E-06,2.37428E-07,5.8516E-07,nosig,#EAEAEA
Dialister_succinatiphilus,9.24919E-06,9.37055E-06,1.07746E-05,nosig,#EAEAEA
Veillonella_dispar,7.10896E-07,1.48073E-06,2.14285E-06,nosig,#EAEAEA
Veillonella_atypica,2.79491E-06,2.07627E-06,2.89027E-06,nosig,#EAEAEA
Veillonella_nakazawae,8.1908E-07,1.31257E-06,1.83306E-06,nosig,#EAEAEA
Veillonella_rodentium,2.48851E-06,1.98151E-06,2.86426E-06,nosig,#EAEAEA
Veillonella_rogosae,6.00957E-06,5.61018E-06,4.33797E-06,nosig,#EAEAEA
Veillonella_parvula,7.56054E-06,7.01958E-06,6.30572E-06,nosig,#EAEAEA
Megasphaera_massiliensis,4.26454E-06,3.78613E-06,2.86419E-06,nosig,#EAEAEA
Megasphaera_hexanoica,5.28198E-06,5.14946E-06,4.90282E-06,nosig,#EAEAEA
Methylomusa_anaerophila,5.96147E-06,5.00095E-06,4.98958E-06,nosig,#EAEAEA
uncultured_Sporomusa_sp_,5.41126E-06,5.03297E-06,4.8603E-06,nosig,#EAEAEA
Sporomusa_termitida,5.96748E-06,5.93652E-06,6.10902E-06,nosig,#EAEAEA
Pelosinus_fermentans,5.49353E-06,5.18499E-06,5.73879E-06,nosig,#EAEAEA
Pelosinus_sp__UFO1,1.14197E-05,1.04981E-05,1.06471E-05,nosig,#EAEAEA
Pectinatus_frisingensis,4.33284E-06,3.16239E-06,3.63599E-06,nosig,#EAEAEA
Megamonas_funiformis,6.71999E-06,5.26486E-06,6.07722E-06,nosig,#EAEAEA
Selenomonas_timonae,6.59525E-06,5.95099E-06,6.36603E-06,nosig,#EAEAEA
Selenomonas_dianae,6.10185E-06,5.9828E-06,5.2426E-06,nosig,#EAEAEA
Selenomonas_ruminantium,6.78896E-06,5.07038E-06,6.97263E-06,nosig,#EAEAEA
Selenomonas_sputigena,1.57305E-05,1.57004E-05,1.64587E-05,nosig,#EAEAEA
Selenomonas_sp__oral_taxon_478,4.93808E-06,3.99809E-06,4.96542E-06,nosig,#EAEAEA
Selenomonas_sp__oral_taxon_136,3.95616E-06,4.34346E-06,3.03344E-06,nosig,#EAEAEA
Selenomonas_sp__oral_taxon_126,8.6569E-06,7.82945E-06,7.34851E-06,nosig,#EAEAEA
Selenomonas_sp__oral_taxon_920,5.76394E-06,4.26483E-06,6.45243E-06,nosig,#EAEAEA
Koleobacter_methoxysyntrophicus,4.57961E-06,3.23069E-06,4.12185E-06,nosig,#EAEAEA
Natranaerofaba_carboxydovora,6.01667E-06,4.89759E-06,6.324E-06,nosig,#EAEAEA
Biomaibacter_acetigenes,5.37626E-06,4.66521E-06,6.2454E-06,nosig,#EAEAEA
Tepidanaerobacter_acetatoxydans,8.74808E-06,4.82638E-06,8.44324E-06,nosig,#EAEAEA
Zhaonella_formicivorans,3.26693E-06,3.89267E-06,3.16619E-06,nosig,#EAEAEA
Thermanaeromonas_toyohensis,1.96038E-06,1.52874E-06,2.08345E-06,nosig,#EAEAEA
Moorella_thermoacetica,8.20551E-06,8.74963E-06,7.52113E-06,nosig,#EAEAEA
Caldicellulosiruptor_saccharolyticus,7.00388E-07,0,3.81691E-06,nosig,#EAEAEA
Caldicellulosiruptor_bescii,2.67648E-06,2.85952E-06,2.28624E-06,nosig,#EAEAEA
Caldicellulosiruptor_kronotskyensis,2.36938E-06,3.24156E-06,4.6721E-06,nosig,#EAEAEA
Caldicellulosiruptor_changbaiensis,4.95056E-06,9.30408E-07,5.13359E-06,nosig,#EAEAEA
Caldicellulosiruptor_hydrothermalis,2.7264E-06,9.08158E-07,4.12973E-06,nosig,#EAEAEA
Caldicellulosiruptor_naganoensis,3.64357E-06,6.56822E-06,4.58314E-06,nosig,#EAEAEA
Caldicellulosiruptor_diazotrophicus,3.22187E-06,1.56283E-06,2.00135E-06,nosig,#EAEAEA
Caldicellulosiruptor_acetigenus,4.74957E-06,4.7597E-06,4.81305E-06,nosig,#EAEAEA
Caldicellulosiruptor_morganii,3.78757E-06,3.39828E-06,4.62413E-06,nosig,#EAEAEA
Caldicellulosiruptor_owensensis,6.47301E-06,4.37049E-06,6.38327E-06,nosig,#EAEAEA
Caldicellulosiruptor_obsidiansis,3.64676E-06,3.87048E-06,7.53605E-06,nosig,#EAEAEA
Caldicellulosiruptor_sp__DIB_104C,5.56957E-06,1.74805E-06,4.69778E-06,nosig,#EAEAEA
Halothermothrix_orenii,1.71803E-06,2.15737E-06,1.35496E-06,nosig,#EAEAEA
Anoxybacter_fermentans,4.63835E-06,3.80969E-06,4.17035E-06,nosig,#EAEAEA
Halobacteroides_halobius,5.57208E-06,4.42246E-06,5.50842E-06,nosig,#EAEAEA
Iocasia_fonsfrigidae,5.11515E-06,2.7029E-06,5.49285E-06,nosig,#EAEAEA
Halanaerobium_praevalens,4.25528E-06,3.82606E-06,5.04214E-06,nosig,#EAEAEA
Mahella_australiensis,2.28049E-06,1.58154E-06,2.00031E-06,nosig,#EAEAEA
Thermodesulfobium_narugense,4.25219E-06,3.1358E-06,3.91978E-06,nosig,#EAEAEA
Thermodesulfobium_acidiphilum,3.34298E-06,1.70468E-06,3.77536E-06,nosig,#EAEAEA
Carboxydothermus_hydrogenoformans,1.42337E-06,1.57941E-06,1.29712E-06,nosig,#EAEAEA
Aceticella_autotrophica,3.21687E-06,3.61204E-06,5.11797E-06,nosig,#EAEAEA
Ammonifex_degensii,4.6092E-06,4.53209E-06,4.923E-06,nosig,#EAEAEA
Thermacetogenium_phaeum,5.09736E-06,5.29413E-06,5.27374E-06,nosig,#EAEAEA
Caldanaerobacter_subterraneus,4.53856E-06,3.50262E-06,4.298E-06,nosig,#EAEAEA
Thermoanaerobacter_siderophilus,1.65091E-06,9.49714E-07,3.09023E-06,nosig,#EAEAEA
Thermoanaerobacter_wiegelii,1.27356E-06,7.3251E-07,6.11148E-07,nosig,#EAEAEA
Thermoanaerobacter_italicus,2.2744E-06,5.6973E-07,6.11148E-07,nosig,#EAEAEA
Thermoanaerobacter_kivui,7.24268E-06,4.94782E-06,7.49712E-06,nosig,#EAEAEA
Thermoanaerobacterium_xylanolyticum,2.85248E-06,1.78747E-06,1.87436E-06,nosig,#EAEAEA
Thermoanaerobacterium_thermosaccharolyticum,7.94852E-06,8.22688E-06,9.38238E-06,nosig,#EAEAEA
Thermoanaerobacterium_sp__RBIITD,7.70748E-06,4.6965E-06,7.43639E-06,nosig,#EAEAEA
Alkalicella_caledoniensis,3.39726E-06,2.37087E-06,3.59131E-06,nosig,#EAEAEA
Thermincola_potens,3.87124E-06,2.77293E-06,3.55812E-06,nosig,#EAEAEA
Desulfotomaculum_nigrificans,2.56943E-06,1.743E-06,6.99276E-07,nosig,#EAEAEA
Desulfoscipio_gibsoniae,6.05287E-06,5.48877E-06,6.79983E-06,nosig,#EAEAEA
Christensenella_minuta,6.32144E-06,4.17652E-06,4.48574E-06,nosig,#EAEAEA
Syntrophothermus_lipocalidus,2.14429E-06,2.99866E-06,3.43977E-06,nosig,#EAEAEA
Candidatus_Contubernalis_alkalaceticum,2.97431E-06,2.85256E-06,3.24945E-06,nosig,#EAEAEA
Syntrophomonas_wolfei,3.21381E-06,2.67752E-06,3.11299E-06,nosig,#EAEAEA
Candidatus_Syntrophocurvum_alkaliphilum,4.29182E-06,3.51046E-06,4.40467E-06,nosig,#EAEAEA
Maliibacterium_massiliense,1.45396E-05,1.46461E-05,1.13651E-05,nosig,#EAEAEA
Cellulosilyticum_lentocellum,4.53634E-06,3.69418E-06,4.46059E-06,nosig,#EAEAEA
Heliorestis_convoluta,4.07155E-06,3.38326E-06,4.08781E-06,nosig,#EAEAEA
Aristaeella_lactis,7.73111E-06,7.75101E-06,7.6371E-06,nosig,#EAEAEA
Aristaeella_hokkaidonensis,1.08291E-05,9.71097E-06,1.03356E-05,nosig,#EAEAEA
Petrocella_atlantisensis,5.19868E-06,6.03545E-06,7.50695E-06,nosig,#EAEAEA
Vallitalea_pronyensis,5.07635E-06,4.0398E-06,4.60018E-06,nosig,#EAEAEA
Desulfofarcimen_acetoxidans,5.45459E-06,5.38746E-06,5.2649E-06,nosig,#EAEAEA
Acididesulfobacillus_acetoxydans,6.66292E-06,7.29053E-06,7.85442E-06,nosig,#EAEAEA
Dehalobacterium_formicoaceticum,5.18286E-06,4.13716E-06,6.63583E-06,nosig,#EAEAEA
Candidatus_Formimonas_warabiya,0.000006571,6.52989E-06,7.37526E-06,nosig,#EAEAEA
Thermanaerosceptrum_fracticalcis,6.19563E-06,4.76105E-06,3.83275E-06,nosig,#EAEAEA
Candidatus_Desulforudis_audaxviator,8.12142E-06,8.45195E-06,7.23082E-06,nosig,#EAEAEA
Desulforamulus_ferrireducens,1.70636E-06,1.06542E-06,1.70389E-06,nosig,#EAEAEA
Desulforamulus_ruminis,5.09046E-06,4.37129E-06,4.17661E-06,nosig,#EAEAEA
Desulforamulus_reducens,6.49463E-06,6.27409E-06,8.18866E-06,nosig,#EAEAEA
Dehalobacter_restrictus,4.13788E-06,1.01751E-06,4.26896E-06,nosig,#EAEAEA
Desulfosporosinus_meridiei,4.21514E-06,3.49299E-06,4.83975E-06,nosig,#EAEAEA
Desulfosporosinus_orientis,5.58204E-06,4.40012E-06,3.93086E-06,nosig,#EAEAEA
Desulfosporosinus_acidiphilus,4.88708E-06,2.93488E-06,4.21589E-06,nosig,#EAEAEA
Desulfosporosinus_youngiae,5.00058E-06,0.00000385,4.52268E-06,nosig,#EAEAEA
Desulfitobacterium_metallireducens,2.78234E-06,2.53946E-06,3.08457E-06,nosig,#EAEAEA
Desulfitobacterium_dehalogenans,3.67411E-06,3.15886E-06,3.60561E-06,nosig,#EAEAEA
Desulfitobacterium_hafniense,6.55385E-06,6.28669E-06,7.69328E-06,nosig,#EAEAEA
Desulfitobacterium_dichloroeliminans,1.432E-05,9.26605E-06,1.50848E-05,nosig,#EAEAEA
Alkalibacter_rhizosphaerae,3.20146E-06,2.67965E-06,2.97587E-06,nosig,#EAEAEA
Acetobacterium_woodii,3.31638E-06,3.35726E-06,3.6668E-06,nosig,#EAEAEA
Acetobacterium_wieringae,4.87896E-06,5.69307E-06,5.41149E-06,nosig,#EAEAEA
Eubacterium_callanderi,8.19919E-06,8.41007E-06,8.52818E-06,nosig,#EAEAEA
Eubacterium_limosum,7.38928E-06,6.1824E-06,6.18326E-06,nosig,#EAEAEA
Eubacterium_ventriosum,7.22093E-06,4.63895E-06,6.56099E-06,nosig,#EAEAEA
Eubacterium_maltosivorans,6.95578E-06,5.52117E-06,5.62919E-06,nosig,#EAEAEA
Eubacterium_hominis,6.49136E-06,4.84193E-06,6.05967E-06,nosig,#EAEAEA
Symbiobacterium_thermophilum,3.2363E-05,3.16445E-05,2.95282E-05,nosig,#EAEAEA
Caldinitratiruptor_microaerophilus,3.5148E-05,3.56535E-05,2.82052E-05,nosig,#EAEAEA
Fenollaria_sporofastidiosus,3.07678E-06,2.92781E-06,2.61373E-06,nosig,#EAEAEA
Fenollaria_massiliensis,4.09732E-06,2.47106E-06,3.37087E-06,nosig,#EAEAEA
Carboxydocella_thermautotrophica,4.32716E-06,5.34918E-06,2.84969E-06,nosig,#EAEAEA
Massilistercora_timonensis,4.78705E-06,4.92525E-06,6.16616E-06,nosig,#EAEAEA
Flintibacter_sp__KGMB00164,1.74574E-05,1.03678E-05,9.32284E-06,nosig,#EAEAEA
Intestinimonas_butyriciproducens,1.37961E-05,1.44986E-05,1.34504E-05,nosig,#EAEAEA
Emergencia_timonensis,5.00448E-06,5.06692E-06,4.6131E-06,nosig,#EAEAEA
Aminipila_luticellarii,2.19866E-06,1.47203E-06,1.06646E-06,nosig,#EAEAEA
Aminipila_butyrica,2.7999E-06,2.57774E-06,2.95765E-06,nosig,#EAEAEA
Aminipila_terrae,4.3906E-06,3.57861E-06,5.71961E-06,nosig,#EAEAEA
Mogibacterium_diversum,2.2202E-06,1.64688E-06,1.27556E-06,nosig,#EAEAEA
Thermaerobacter_marianensis,0.000031964,2.88034E-05,2.97506E-05,nosig,#EAEAEA
Thermaerobacter_sp__FW80,3.91139E-05,3.38375E-05,3.65666E-05,nosig,#EAEAEA
Fastidiosipila_sanguinis,1.40974E-06,1.43327E-06,1.3939E-06,nosig,#EAEAEA
Mageeibacillus_indolicus,1.50242E-06,5.91342E-07,9.54822E-07,nosig,#EAEAEA
Monoglobus_pectinilyticus,2.91648E-06,2.03651E-06,2.48843E-06,nosig,#EAEAEA
Solibaculum_mannosilyticum,5.02844E-06,5.22511E-06,5.03743E-06,nosig,#EAEAEA
Thermocaproicibacter_melissae,3.312E-06,2.91979E-06,1.68335E-06,nosig,#EAEAEA
Pseudoclostridium_thermosuccinogenes,3.89498E-06,3.25149E-06,4.88142E-06,nosig,#EAEAEA
Caproicibacter_fermentans,5.99889E-06,6.46992E-06,7.17145E-06,nosig,#EAEAEA
Acutalibacter_muris,6.84285E-06,6.16601E-06,1.24948E-05,nosig,#EAEAEA
Thermoclostridium_stercorarium,9.64961E-06,6.64513E-06,8.22542E-06,nosig,#EAEAEA
Ethanoligenens_harbinense,8.95848E-06,9.92829E-06,8.66874E-06,nosig,#EAEAEA
Pusillibacter_faecalis,1.16163E-05,8.31485E-06,1.09752E-05,nosig,#EAEAEA
Oscillibacter_hominis,1.13319E-05,1.0199E-05,1.07917E-05,nosig,#EAEAEA
Caproicibacterium_sp__BJN0003,2.71498E-06,1.97963E-06,2.59225E-06,nosig,#EAEAEA
Caproicibacterium_lactatifermentans,2.60962E-06,2.22526E-06,2.24364E-06,nosig,#EAEAEA
Caproicibacterium_amylolyticum,4.1956E-06,3.10457E-06,3.19266E-06,nosig,#EAEAEA
Lawsonibacter_asaccharolyticus,1.09152E-05,1.13278E-05,1.06613E-05,nosig,#EAEAEA
Vescimonas_fastidiosa,8.54162E-06,9.53947E-06,9.03514E-06,nosig,#EAEAEA
Vescimonas_coprocola,1.27446E-05,1.10849E-05,9.1206E-06,nosig,#EAEAEA
Dysosmobacter_welbionis,1.40923E-05,1.40769E-05,1.5704E-05,nosig,#EAEAEA
Ruthenibacterium_lactatiformans,1.36483E-05,1.2315E-05,1.09886E-05,nosig,#EAEAEA
Anaerotruncus_colihominis,1.34639E-05,1.05727E-05,1.15449E-05,nosig,#EAEAEA
Acetivibrio_thermocellus,5.54108E-06,5.46428E-06,4.44336E-06,nosig,#EAEAEA
Acetivibrio_clariflavus,4.77943E-06,4.97066E-06,6.12805E-06,nosig,#EAEAEA
Subdoligranulum_variabile,1.66669E-05,1.56624E-05,1.46695E-05,nosig,#EAEAEA
Ruminiclostridium_papyrosolvens,4.45155E-06,4.04671E-06,5.65941E-06,nosig,#EAEAEA
Ruminiclostridium_herbifermentans,8.36484E-06,6.27769E-06,8.95448E-06,nosig,#EAEAEA
Flavonifractor_plautii,3.24754E-05,2.95793E-05,3.12506E-05,nosig,#EAEAEA
Ruminococcus_albus,4.81532E-06,4.36502E-06,4.33791E-06,nosig,#EAEAEA
Ruminococcus_gauvreauii,5.92114E-06,6.59845E-06,7.35808E-06,nosig,#EAEAEA
Faecalibacterium_duncaniae,7.74468E-06,8.8388E-06,4.29698E-06,nosig,#EAEAEA
Faecalibacterium_prausnitzii,7.43228E-05,6.15203E-05,5.92831E-05,nosig,#EAEAEA
Claveliimonas_bilis,3.30327E-06,2.43109E-06,2.67568E-06,nosig,#EAEAEA
Stomatobaculum_sp__F0698,3.76563E-06,4.01874E-06,4.16981E-06,nosig,#EAEAEA
Wujia_chipingensis,1.85065E-06,1.74336E-06,1.14E-06,nosig,#EAEAEA
Herbinix_luporum,2.34521E-06,2.60664E-06,3.61502E-06,nosig,#EAEAEA
Pseudobutyrivibrio_xylanivorans,3.67992E-06,2.86792E-06,4.03842E-06,nosig,#EAEAEA
Simiaoa_sunii,2.61652E-05,5.86296E-06,3.76445E-06,nosig,#EAEAEA
Qiania_dongpingensis,3.5635E-06,3.69038E-06,4.20092E-06,nosig,#EAEAEA
Marvinbryantia_formatexigens,6.12936E-06,7.03781E-06,9.57586E-06,nosig,#EAEAEA
Lachnospira_eligens,3.95482E-06,3.82357E-06,4.06617E-06,nosig,#EAEAEA
Agathobacter_rectalis,8.76923E-06,5.56393E-06,2.31621E-05,nosig,#EAEAEA
Lachnoanaerobaculum_umeaense,2.66426E-06,2.48775E-06,3.12324E-06,nosig,#EAEAEA
Wansuia_hejianensis,6.00602E-06,4.21408E-06,6.43024E-06,nosig,#EAEAEA
Anaerobutyricum_hallii,1.11476E-05,8.60246E-06,9.75541E-06,nosig,#EAEAEA
Dorea_longicatena,8.11778E-06,5.5872E-06,6.58285E-06,nosig,#EAEAEA
Chordicoccus_furentiruminis,1.15563E-05,1.02895E-05,1.17067E-05,nosig,#EAEAEA
Anaerostipes_rhamnosivorans,2.70168E-06,2.36072E-06,4.93808E-06,nosig,#EAEAEA
Anaerostipes_hadrus,8.89651E-06,7.36098E-06,9.0635E-06,nosig,#EAEAEA
Anaerostipes_caccae,6.29531E-06,6.05838E-06,9.5412E-06,nosig,#EAEAEA
Coprococcus_eutactus,5.65762E-06,4.11793E-06,5.92198E-06,nosig,#EAEAEA
Coprococcus_catus,6.01579E-06,2.7561E-06,3.01009E-06,nosig,#EAEAEA
Coprococcus_comes,4.11832E-06,3.83846E-06,4.44619E-06,nosig,#EAEAEA
Roseburia_intestinalis,8.75531E-06,1.23802E-05,8.49077E-06,nosig,#EAEAEA
Roseburia_rectibacter,3.80638E-06,3.00145E-06,4.01E-06,nosig,#EAEAEA
Roseburia_hominis,9.86104E-06,6.32273E-06,7.11788E-06,nosig,#EAEAEA
Lacrimispora_saccharolytica,8.5841E-06,7.22023E-06,1.28051E-05,nosig,#EAEAEA
Lacrimispora_sphenoides,4.56808E-06,4.78295E-06,3.70302E-06,nosig,#EAEAEA
Lacrimispora_xylanolytica,8.36947E-06,7.43335E-06,9.33811E-06,nosig,#EAEAEA
Butyrivibrio_crossotus,2.57345E-06,3.2076E-06,2.85648E-06,nosig,#EAEAEA
Butyrivibrio_proteoclasticus,3.06843E-06,2.84419E-06,2.90484E-06,nosig,#EAEAEA
Butyrivibrio_fibrisolvens,1.46106E-05,9.98012E-06,1.36972E-05,nosig,#EAEAEA
Lachnoclostridium_phytofermentans,7.10853E-06,4.64462E-06,6.27571E-06,nosig,#EAEAEA
Lachnoclostridium_phocaeense,8.0518E-06,6.04351E-06,8.63616E-06,nosig,#EAEAEA
Enterocloster_clostridioformis,4.86798E-06,2.712E-06,6.35072E-06,nosig,#EAEAEA
Enterocloster_bolteae,9.83005E-06,9.46722E-06,1.92506E-05,nosig,#EAEAEA
Enterocloster_asparagiformis,2.423E-05,2.16517E-05,2.64827E-05,nosig,#EAEAEA
Anaerocolumna_sedimenticola,5.83734E-06,5.46238E-06,7.4288E-06,nosig,#EAEAEA
Anaerocolumna_chitinilytica,7.31524E-06,6.40261E-06,7.41883E-06,nosig,#EAEAEA
Anaerocolumna_cellulosilytica,1.065E-05,8.99746E-06,9.55932E-06,nosig,#EAEAEA
Anaerocolumna_sp__AGMB13025,7.26982E-06,7.31545E-06,9.65159E-06,nosig,#EAEAEA
Blautia_argi,3.26796E-06,2.82929E-06,4.68697E-06,nosig,#EAEAEA
Blautia_wexlerae,6.47682E-06,5.63884E-06,6.50776E-06,nosig,#EAEAEA
Blautia_liquoris,4.35527E-06,2.94546E-06,5.55062E-06,nosig,#EAEAEA
Blautia_hansenii,7.15435E-06,4.49186E-06,7.04536E-06,nosig,#EAEAEA
Blautia_pseudococcoides,6.56546E-06,4.32459E-06,5.47191E-05,nosig,#EAEAEA
Blautia_producta,9.86028E-06,9.86252E-06,1.00989E-05,nosig,#EAEAEA
Blautia_sp__SC05B48,4.56104E-06,3.93393E-06,4.70934E-06,nosig,#EAEAEA
Peptoclostridium_acidaminophilum,2.87246E-06,2.86466E-06,2.5831E-06,nosig,#EAEAEA
Acetoanaerobium_sticklandii,2.80683E-06,2.76283E-06,3.2614E-06,nosig,#EAEAEA
Peptostreptococcus_sp__CBA3647,4.73385E-06,3.34916E-06,5.59052E-06,nosig,#EAEAEA
Filifactor_alocis,6.09456E-06,5.18229E-06,6.40548E-06,nosig,#EAEAEA
Tepidibacter_sp__8C15b,5.28563E-06,4.11808E-06,6.50758E-06,nosig,#EAEAEA
Romboutsia_ilealis,6.42933E-06,3.6415E-06,6.0629E-06,nosig,#EAEAEA
Romboutsia_hominis,5.96335E-06,3.53848E-06,6.64204E-06,nosig,#EAEAEA
Romboutsia_sp__13368,5.3614E-06,3.37758E-06,6.39356E-06,nosig,#EAEAEA
Romboutsia_sp__CE17,5.63892E-06,4.00661E-06,5.97923E-06,nosig,#EAEAEA
Terrisporobacter_hibernicus,1.14704E-05,9.04431E-06,0.000012814,nosig,#EAEAEA
Terrisporobacter_mayombei,9.13555E-06,8.37788E-06,1.18677E-05,nosig,#EAEAEA
Caminicella_sporogenes,4.78956E-06,2.6292E-06,3.99178E-06,nosig,#EAEAEA
Crassaminicella_thermophila,3.96802E-06,2.60551E-06,3.18214E-06,nosig,#EAEAEA
Crassaminicella_indica,4.55714E-06,3.74669E-06,5.37374E-06,nosig,#EAEAEA
Caloramator_sp__Dgby_cultured_2,6.71011E-06,4.14599E-06,6.46734E-06,nosig,#EAEAEA
Caloramator_sp__E03,4.29388E-06,3.81511E-06,4.7052E-06,nosig,#EAEAEA
Alkaliphilus_sp__B6464,5.82469E-06,4.29372E-06,7.29482E-06,nosig,#EAEAEA
Alkaliphilus_metalliredigens,5.76125E-06,4.89148E-06,6.85265E-06,nosig,#EAEAEA
Hungatella_xylanolytica,3.37649E-06,4.00789E-06,3.94643E-06,nosig,#EAEAEA
Hungatella_hathewayi,1.82413E-05,1.38023E-05,1.87186E-05,nosig,#EAEAEA
