Classification,Water,WT,dagr,Phylum,color
Streptomyces_cinereoruber,2.15075E-05,5.25371E-05,2.58354E-05,Actinomycetota,#8dd3c7
Streptomyces_filamentosus,0.000027735,3.03456E-05,1.63778E-05,Actinomycetota,#8dd3c7
Streptomyces_gardneri,6.03628E-05,6.8052E-05,5.14743E-05,Actinomycetota,#8dd3c7
Streptomyces_pratensis,5.47523E-05,7.22101E-05,4.05465E-05,Actinomycetota,#8dd3c7
Streptomyces_mobaraensis,0.002258887,0.002702289,0.001708684,Actinomycetota,#8dd3c7
Streptomyces_inhibens,6.07688E-05,7.20957E-05,5.3874E-05,Actinomycetota,#8dd3c7
Streptomyces_chartreusis,0.000348197,0.000663611,0.00031616,Actinomycetota,#8dd3c7
Streptomyces_malaysiensis,2.77722E-05,5.41024E-05,2.32279E-05,Actinomycetota,#8dd3c7
Streptomyces_sp__ID38640,2.38691E-05,2.01423E-05,1.24727E-05,Actinomycetota,#8dd3c7
Streptomyces_sp__endophyte_N2,2.67371E-05,4.28605E-05,1.85021E-05,Actinomycetota,#8dd3c7
Streptomyces_sp__BPPL_273,3.61168E-05,0.00004675,2.57538E-05,Actinomycetota,#8dd3c7
Streptomyces_sp__LBUM_1482,0.000136112,0.000263055,3.59746E-05,Actinomycetota,#8dd3c7
Streptomyces_sp__Alt1,2.94344E-05,3.45657E-05,2.30446E-05,Actinomycetota,#8dd3c7
Streptomyces_sp__NA02536,2.86363E-05,5.12451E-05,2.81817E-05,Actinomycetota,#8dd3c7
Streptomyces_sp__XC_2026,2.51485E-05,3.24664E-05,2.10251E-05,Actinomycetota,#8dd3c7
Streptomyces_sp__CGMCC_4_1456,5.45931E-05,7.88302E-05,4.63845E-05,Actinomycetota,#8dd3c7
Streptomyces_sp__XD_27,9.58658E-05,9.56485E-05,7.42711E-05,Actinomycetota,#8dd3c7
Candidatus_Planktophila_dulcis,2.93797E-06,1.89404E-06,3.9024E-06,Actinomycetota,#8dd3c7
Gardnerella_vaginalis,6.35844E-06,3.34508E-06,6.12832E-06,Actinomycetota,#8dd3c7
Bifidobacterium_sp__ESL0769,0.000018368,1.2701E-05,2.37583E-05,Actinomycetota,#8dd3c7
Fannyhessea_vaginae,0.000019861,1.04979E-05,2.03907E-05,Actinomycetota,#8dd3c7
Actinomyces_lilanjuaniae,1.76409E-05,1.39589E-05,1.80719E-05,Actinomycetota,#8dd3c7
Aeromicrobium_erythreum,0.00016142,8.48252E-05,0.000186658,Actinomycetota,#8dd3c7
Aeromicrobium_sp__zg_629,6.12048E-05,4.43654E-05,6.20234E-05,Actinomycetota,#8dd3c7
Aeromicrobium_sp__zg_Y50,6.57087E-05,4.95359E-05,6.56989E-05,Actinomycetota,#8dd3c7
Aeromicrobium_sp__HA,9.21256E-05,6.38316E-05,9.17348E-05,Actinomycetota,#8dd3c7
Aeromicrobium_sp__Leaf245,0.00016598,7.86949E-05,0.000194253,Actinomycetota,#8dd3c7
Aquiluna_borgnonia,2.11782E-06,3.324E-07,1.84834E-06,Actinomycetota,#8dd3c7
Microbacterium_pygmaeum,4.12832E-05,3.71322E-05,4.34605E-05,Actinomycetota,#8dd3c7
Microbacterium_atlanticum,5.47559E-05,5.22158E-05,6.08191E-05,Actinomycetota,#8dd3c7
Microbacterium_testaceum,0.000166598,0.000170019,0.000227238,Actinomycetota,#8dd3c7
Microbacterium_sp__PAMC22086,1.6591E-05,1.06095E-05,1.99448E-05,Actinomycetota,#8dd3c7
Microbacterium_sp__BH_3_3_3,5.71851E-05,5.88871E-05,8.03461E-05,Actinomycetota,#8dd3c7
Microbacterium_sp__zg_B96,4.92641E-05,4.37622E-05,5.20348E-05,Actinomycetota,#8dd3c7
Gordonia_terrae,5.83865E-05,4.63287E-05,5.89664E-05,Actinomycetota,#8dd3c7
Mycolicibacterium_farcinogenes,0.000150097,0.000102654,0.000207756,Actinomycetota,#8dd3c7
Mycolicibacterium_aurum,8.34195E-05,6.24434E-05,8.53182E-05,Actinomycetota,#8dd3c7
Mycolicibacterium_neoaurum,0.000104082,8.4949E-05,0.000128733,Actinomycetota,#8dd3c7
Mycolicibacterium_psychrotolerans,0.000143065,0.000098525,0.000169273,Actinomycetota,#8dd3c7
Mycolicibacterium_rufum,0.000246903,0.000161485,0.000281668,Actinomycetota,#8dd3c7
Mycobacterium_adipatum,8.46997E-05,6.33237E-05,9.19175E-05,Actinomycetota,#8dd3c7
Mycobacterium_sp__MS1601,7.10248E-05,5.30071E-05,7.30457E-05,Actinomycetota,#8dd3c7
Streptomyces_sp__FR1,2.21878E-06,2.83559E-06,6.03381E-06,Actinomycetota,#8dd3c7
Streptomyces_sp__T12,0.015170573,0.009251914,0.019311681,Actinomycetota,#8dd3c7
Peptoniphilus_equinus,7.17126E-07,1.62768E-06,2.6728E-07,Bacillota,#b3de69
Megasphaera_elsdenii,4.30224E-05,1.78669E-05,1.20883E-05,Bacillota,#b3de69
Thermosediminibacter_oceani,2.68422E-06,2.77057E-06,3.17308E-07,Bacillota,#b3de69
Moorella_glycerini,5.23082E-06,5.34656E-06,2.92346E-06,Bacillota,#b3de69
Heliomicrobium_modesticaldum,1.18967E-05,1.35723E-05,1.02042E-05,Bacillota,#b3de69
Faecalibacterium_sp__HTF_F,5.88995E-06,5.81255E-06,3.6634E-06,Bacillota,#b3de69
Novisyntrophococcus_fermenticellae,2.29941E-06,2.77469E-06,7.83822E-07,Bacillota,#b3de69
Carnobacterium_sp__17_4,4.06519E-06,3.8369E-06,0,Bacillota,#b3de69
Vagococcus_xieshaowenii,1.1806E-06,1.68063E-06,0,Bacillota,#b3de69
Listeria_newyorkensis,2.05922E-06,1.84271E-06,3.05574E-07,Bacillota,#b3de69
Peribacillus_muralis,3.395E-06,4.50496E-06,2.70207E-06,Bacillota,#b3de69
Cohnella_candidum,1.85831E-05,2.21439E-05,1.74384E-05,Bacillota,#b3de69
Paenibacillus_konkukensis,1.64343E-05,1.74401E-05,1.45855E-05,Bacillota,#b3de69
Paenibacillus_sp__CAA11,3.7635E-06,5.76993E-06,3.8694E-06,Bacillota,#b3de69
Paenibacillus_sp__H1_7,1.39834E-05,1.65331E-05,1.28553E-05,Bacillota,#b3de69
Turicibacter_bilis,3.32984E-06,9.30408E-07,5.64498E-06,Bacillota,#b3de69
Thomasclavelia_spiroformis,6.00591E-06,3.78727E-06,7.72279E-06,Bacillota,#b3de69
Thomasclavelia_ramosa,9.92036E-06,7.33341E-06,1.11174E-05,Bacillota,#b3de69
Bulleidia_sp__zg_1006,1.43383E-06,0,1.74866E-06,Bacillota,#b3de69
Allocoprobacillus_halotolerans,1.0413E-05,7.6221E-06,1.56304E-05,Bacillota,#b3de69
Erysipelothrix_sp__HDW6B,5.04509E-06,3.66243E-06,7.05208E-06,Bacillota,#b3de69
Sedimentibacter_sp__zth1,5.68845E-06,3.90565E-06,6.72005E-06,Bacillota,#b3de69
Sedimentibacter_sp__MB35_C1,6.14618E-06,4.15079E-06,6.38881E-06,Bacillota,#b3de69
Ezakiella_massiliensis,8.80557E-06,4.95755E-06,8.24989E-06,Bacillota,#b3de69
Acidilutibacter_cellobiosedens,5.64408E-06,4.31786E-06,8.60449E-06,Bacillota,#b3de69
Tissierella_sp__Yu_01,5.49898E-06,3.01001E-06,7.6703E-06,Bacillota,#b3de69
Miniphocaeibacter_halophilus,3.6873E-06,2.38699E-06,5.21744E-06,Bacillota,#b3de69
Parvimonas_micra,1.0046E-05,1.06912E-05,1.63577E-05,Bacillota,#b3de69
Helcococcus_kunzii,1.30289E-05,1.07667E-05,2.01282E-05,Bacillota,#b3de69
Megasphaera_stantonii,1.68559E-05,1.2222E-05,2.00975E-05,Bacillota,#b3de69
Megamonas_hypermegale,1.28486E-05,8.62979E-06,1.40457E-05,Bacillota,#b3de69
Selenobaculum_gbiensis,2.11084E-05,1.19868E-05,2.57801E-05,Bacillota,#b3de69
Natranaerobius_thermophilus,3.92684E-06,2.98812E-06,4.95838E-06,Bacillota,#b3de69
Acetohalobium_arabaticum,1.28756E-05,8.01042E-06,1.58539E-05,Bacillota,#b3de69
Halanaerobium_hydrogeniformans,5.61552E-06,4.06325E-06,7.28572E-06,Bacillota,#b3de69
Thermoanaerobacterium_sp__CMT5567_10,4.33051E-06,1.38375E-06,5.72001E-06,Bacillota,#b3de69
Vallitalea_guaymasensis,1.02387E-05,7.98356E-06,1.36151E-05,Bacillota,#b3de69
Syntrophobotulus_glycolicus,3.97109E-06,2.67636E-06,5.67272E-06,Bacillota,#b3de69
Mogibacterium_pumilum,4.38913E-06,2.12859E-06,6.37938E-06,Bacillota,#b3de69
Mogibacterium_neglectum,5.16044E-05,3.00025E-05,6.32648E-05,Bacillota,#b3de69
Petroclostridium_sp__X23,9.70853E-06,6.77058E-06,1.25646E-05,Bacillota,#b3de69
Acetivibrio_saccincola,5.97595E-06,4.307E-06,7.86605E-06,Bacillota,#b3de69
Ruminiclostridium_cellulolyticum,7.15821E-06,4.9295E-06,7.10964E-06,Bacillota,#b3de69
Ruminococcus_bovis,3.13125E-06,2.71324E-06,3.99559E-06,Bacillota,#b3de69
Ruminococcus_champanellensis,8.92223E-06,7.08973E-06,1.02974E-05,Bacillota,#b3de69
Anaeropeptidivorans_aminofermentans,3.82325E-06,2.45438E-06,5.98954E-06,Bacillota,#b3de69
Sellimonas_intestinalis,4.94535E-06,3.61147E-06,6.97749E-06,Bacillota,#b3de69
Lachnoanaerobaculum_gingivalis,3.54665E-06,3.00715E-06,5.33043E-06,Bacillota,#b3de69
Anaerotignum_propionicum,4.39135E-06,2.60277E-06,4.72718E-06,Bacillota,#b3de69
Anaerotignum_sp__MB30_C6,3.58046E-06,2.23155E-06,6.22629E-06,Bacillota,#b3de69
Dorea_formicigenerans,3.90312E-06,1.8768E-06,4.95208E-06,Bacillota,#b3de69
_Clostridium__colinum,1.33287E-05,8.65314E-06,1.56672E-05,Bacillota,#b3de69
Anaeromicropila_herbilytica,2.3857E-05,1.53146E-05,3.29456E-05,Bacillota,#b3de69
_Ruminococcus__gnavus,1.31948E-05,6.84496E-06,1.84216E-05,Bacillota,#b3de69
Butyrivibrio_hungatei,3.91107E-06,2.10755E-06,5.79146E-06,Bacillota,#b3de69
Blautia_obeum,1.11899E-05,6.75046E-06,1.25762E-05,Bacillota,#b3de69
Blautia_sp__NBRC_113351,9.04618E-06,6.10225E-06,9.18981E-06,Bacillota,#b3de69
Peptacetobacter_hiranonis,8.91796E-06,6.03723E-06,1.04288E-05,Bacillota,#b3de69
Tepidibacter_sp__SWIR_1,8.18292E-06,5.32566E-06,7.56062E-06,Bacillota,#b3de69
Paeniclostridium_sordellii,2.05182E-05,1.22696E-05,2.16933E-05,Bacillota,#b3de69
Clostridioides_difficile,0.000119344,3.61075E-05,5.79304E-05,Bacillota,#b3de69
Geosporobacter_ferrireducens,6.69766E-06,4.87427E-06,8.98454E-06,Bacillota,#b3de69
Serpentinicella_alkaliphila,5.73018E-06,4.4958E-06,7.34614E-06,Bacillota,#b3de69
Hathewaya_histolytica,1.06954E-05,6.02842E-06,1.1489E-05,Bacillota,#b3de69
Paraclostridium_bifermentans,1.05367E-05,7.86898E-06,1.3239E-05,Bacillota,#b3de69
Sarcina_sp__JB2,1.01402E-05,6.03174E-06,1.30035E-05,Bacillota,#b3de69
Oceanirhabdus_sp__W0125_5,1.22558E-05,8.40011E-06,1.64896E-05,Bacillota,#b3de69
Crassaminicella_profunda,8.80882E-06,6.83846E-06,1.02037E-05,Bacillota,#b3de69
Caloramator_sp__mosi_1,7.19759E-06,5.55906E-06,9.21479E-06,Bacillota,#b3de69
Clostridium_drakei,5.1264E-06,3.00659E-06,5.13786E-06,Bacillota,#b3de69
Clostridium_bornimense,5.48368E-06,3.30167E-06,7.56371E-06,Bacillota,#b3de69
Clostridium_cadaveris,4.85007E-06,3.48375E-06,6.53895E-06,Bacillota,#b3de69
Clostridium_carboxidivorans,5.06894E-06,3.74187E-06,6.77924E-06,Bacillota,#b3de69
Clostridium_chauvoei,5.30932E-06,3.20674E-06,7.08182E-06,Bacillota,#b3de69
Clostridium_taeniosporum,8.49513E-06,5.66991E-06,1.11472E-05,Bacillota,#b3de69
Clostridium_intestinale,9.51107E-06,7.28778E-06,1.24451E-05,Bacillota,#b3de69
Clostridium_formicaceticum,7.90534E-06,4.6579E-06,7.79822E-06,Bacillota,#b3de69
Clostridium_baratii,1.33198E-05,9.14377E-06,1.17862E-05,Bacillota,#b3de69
Clostridium_tagluense,1.41665E-05,9.18482E-06,1.66364E-05,Bacillota,#b3de69
Clostridium_kluyveri,1.71651E-05,1.05112E-05,2.0818E-05,Bacillota,#b3de69
Clostridium_sporogenes,2.14455E-05,1.7039E-05,2.97896E-05,Bacillota,#b3de69
Clostridium_gelidum,1.52171E-05,1.14574E-05,2.20563E-05,Bacillota,#b3de69
Clostridium_felsineum,1.41588E-05,9.99363E-06,1.63147E-05,Bacillota,#b3de69
Clostridium_aceticum,1.54032E-05,1.02118E-05,1.93399E-05,Bacillota,#b3de69
Clostridium_pasteurianum,2.21363E-05,1.68192E-05,2.66774E-05,Bacillota,#b3de69
Clostridium_saccharoperbutylacetonicum,2.35054E-05,1.69904E-05,0.000030528,Bacillota,#b3de69
Clostridium_butyricum,3.21522E-05,2.02711E-05,4.28668E-05,Bacillota,#b3de69
Clostridium_perfringens,0.000128143,9.2242E-05,0.000158934,Bacillota,#b3de69
Clostridium_sp__JN_9,5.51962E-06,3.87983E-06,6.10348E-06,Bacillota,#b3de69
Clostridium_sp__MD294,5.65541E-06,4.04634E-06,1.00063E-05,Bacillota,#b3de69
Clostridium_sp__deep_sea,8.59701E-06,5.68477E-06,1.00312E-05,Bacillota,#b3de69
Clostridium_sp__DL_VIII,1.32644E-05,7.56014E-06,1.51091E-05,Bacillota,#b3de69
Clostridium_sp__OS1_26,2.96662E-05,1.80642E-05,3.27769E-05,Bacillota,#b3de69
Clostridium_botulinum,0.000623067,9.91894E-05,0.000178421,Bacillota,#b3de69
Aerococcus_urinae,5.68234E-06,3.53962E-06,6.64939E-06,Bacillota,#b3de69
Marinilactibacillus_sp__15R,1.70742E-05,8.90456E-06,1.64747E-05,Bacillota,#b3de69
Jeotgalibaca_dankookensis,1.64052E-06,1.37539E-06,2.59824E-06,Bacillota,#b3de69
Jeotgalibaca_sp__MA1X17_3,2.37182E-06,1.18623E-06,3.3627E-06,Bacillota,#b3de69
Carnobacterium_divergens,6.16233E-06,4.93997E-06,7.58443E-06,Bacillota,#b3de69
Carnobacterium_maltaromaticum,7.27766E-06,4.47532E-06,7.88544E-06,Bacillota,#b3de69
Floricoccus_penangensis,2.30149E-06,2.05428E-06,3.14296E-06,Bacillota,#b3de69
Lactococcus_raffinolactis,5.3923E-06,4.29207E-06,7.38647E-06,Bacillota,#b3de69
Lactococcus_garvieae,1.12258E-05,6.00074E-06,9.49759E-06,Bacillota,#b3de69
Streptococcus_merionis,2.47576E-06,1.80549E-06,3.47351E-06,Bacillota,#b3de69
Streptococcus_oriscaviae,2.08495E-06,1.05038E-06,2.27599E-06,Bacillota,#b3de69
Streptococcus_mitis,6.11311E-06,3.905E-06,8.69101E-06,Bacillota,#b3de69
Streptococcus_uberis,5.30898E-06,2.98069E-06,5.54671E-06,Bacillota,#b3de69
Streptococcus_dysgalactiae,1.552E-05,1.60638E-05,1.87193E-05,Bacillota,#b3de69
Vagococcus_hydrophili,4.15334E-06,2.2532E-06,5.79545E-06,Bacillota,#b3de69
Vagococcus_penaei,2.85439E-06,1.2129E-06,2.55644E-06,Bacillota,#b3de69
Vagococcus_sp__CY52_2,3.45674E-06,1.11158E-06,5.17632E-06,Bacillota,#b3de69
Vagococcus_carniphilus,7.11529E-06,4.26966E-06,7.7055E-06,Bacillota,#b3de69
Vagococcus_lutrae,8.93622E-06,6.91967E-06,1.16822E-05,Bacillota,#b3de69
Enterococcus_saccharolyticus,2.08148E-06,1.06542E-06,3.33193E-06,Bacillota,#b3de69
Enterococcus_durans,8.21115E-06,6.4404E-06,9.15463E-06,Bacillota,#b3de69
Enterococcus_hirae,1.33105E-05,9.86421E-06,1.75389E-05,Bacillota,#b3de69
Enterococcus_faecium,2.48718E-05,2.18002E-05,3.60356E-05,Bacillota,#b3de69
Enterococcus_sp__FZMF,3.54668E-06,0,5.0126E-06,Bacillota,#b3de69
Enterococcus_mundtii,1.52187E-05,7.55599E-06,1.46726E-05,Bacillota,#b3de69
Enterococcus_cecorum,2.62654E-05,1.56457E-05,2.9205E-05,Bacillota,#b3de69
Periweissella_cryptocerci,2.28183E-06,2.3721E-06,3.83704E-06,Bacillota,#b3de69
Paucilactobacillus_hokkaidonensis,2.60095E-06,1.15907E-06,3.17682E-06,Bacillota,#b3de69
Bombilactobacillus_bombi,2.77383E-06,1.66967E-06,3.09043E-06,Bacillota,#b3de69
Liquorilactobacillus_mali,3.6443E-06,2.78967E-06,6.64582E-06,Bacillota,#b3de69
Fructilactobacillus_sanfranciscensis,2.89957E-06,1.76264E-06,3.31818E-06,Bacillota,#b3de69
Latilactobacillus_graminis,1.83896E-06,1.60844E-06,2.81109E-06,Bacillota,#b3de69
Pediococcus_damnosus,2.99469E-06,1.07768E-06,3.41264E-06,Bacillota,#b3de69
Pediococcus_pentosaceus,3.98805E-06,2.90049E-06,5.28374E-06,Bacillota,#b3de69
Weissella_coleopterorum,3.29773E-06,1.4675E-06,3.77454E-06,Bacillota,#b3de69
Companilactobacillus_alimentarius,2.91845E-06,2.03551E-06,3.65648E-06,Bacillota,#b3de69
Companilactobacillus_zhachilii,3.13402E-06,2.10624E-06,4.60667E-06,Bacillota,#b3de69
Companilactobacillus_crustorum,4.25565E-06,2.18982E-06,5.50593E-06,Bacillota,#b3de69
Ligilactobacillus_saerimneri,2.04358E-06,4.9637E-07,3.5756E-06,Bacillota,#b3de69
Ligilactobacillus_salivarius,2.08598E-05,1.25985E-05,2.05918E-05,Bacillota,#b3de69
Lacticaseibacillus_chiayiensis,9.2453E-06,7.8022E-06,1.36248E-05,Bacillota,#b3de69
Limosilactobacillus_oris,5.05778E-06,3.11576E-06,5.84243E-06,Bacillota,#b3de69
Limosilactobacillus_fermentum,9.17984E-06,7.51067E-06,1.28113E-05,Bacillota,#b3de69
Lactobacillus_ultunensis,2.56808E-06,1.64277E-06,4.90038E-06,Bacillota,#b3de69
Lactobacillus_kullabergensis,4.19835E-06,2.90053E-06,6.04811E-06,Bacillota,#b3de69
Lactobacillus_crispatus,9.37344E-06,4.61404E-06,1.03289E-05,Bacillota,#b3de69
Lactobacillus_intestinalis,3.87101E-06,2.0903E-06,3.99957E-06,Bacillota,#b3de69
Lactobacillus_sp__CBA3606,3.11383E-06,2.84914E-07,2.39911E-06,Bacillota,#b3de69
Lactiplantibacillus_plantarum,9.96525E-05,6.20397E-05,0.000125524,Bacillota,#b3de69
Lactiplantibacillus_pentosus,0.002897678,0.001606966,0.00358481,Bacillota,#b3de69
Gemella_sanguinis,4.64787E-06,2.6618E-06,5.2615E-06,Bacillota,#b3de69
Gemella_haemolysans,2.82408E-05,1.7671E-05,2.85948E-05,Bacillota,#b3de69
Planococcus_halocryophilus,1.84894E-06,1.85564E-06,3.78618E-06,Bacillota,#b3de69
Planococcus_sp__N022,3.95485E-06,3.45345E-06,5.55417E-06,Bacillota,#b3de69
Sporosarcina_psychrophila,5.87777E-06,2.89545E-06,6.76511E-06,Bacillota,#b3de69
Sporosarcina_sp__PTS2304,3.87348E-05,2.25164E-05,4.74686E-05,Bacillota,#b3de69
Listeria_seeligeri,4.52963E-06,2.76615E-06,5.53457E-06,Bacillota,#b3de69
Listeria_sp__PSOL_1,4.46855E-06,2.5145E-06,5.23464E-06,Bacillota,#b3de69
Listeria_ivanovii,0.000151286,2.60526E-06,4.47638E-06,Bacillota,#b3de69
Listeria_weihenstephanensis,1.49006E-05,9.03616E-06,2.34402E-05,Bacillota,#b3de69
Macrococcus_bohemicus,4.84738E-06,2.86347E-06,1.04109E-05,Bacillota,#b3de69
Mammaliicoccus_sp__Marseille_Q6498,3.9382E-06,1.80145E-06,4.01249E-06,Bacillota,#b3de69
Mammaliicoccus_lentus,7.64098E-06,5.52177E-06,8.48316E-06,Bacillota,#b3de69
Mammaliicoccus_sciuri,2.24784E-05,1.50254E-05,2.49821E-05,Bacillota,#b3de69
Staphylococcus_argenteus,4.95359E-06,3.07896E-06,5.27069E-06,Bacillota,#b3de69
Staphylococcus_equorum,8.40454E-06,7.24848E-06,1.25041E-05,Bacillota,#b3de69
Staphylococcus_devriesei,4.75462E-06,2.66097E-06,3.94818E-06,Bacillota,#b3de69
Staphylococcus_simiae,7.92011E-06,5.70916E-06,8.8266E-06,Bacillota,#b3de69
Staphylococcus_saprophyticus,1.0625E-05,8.3511E-06,1.27206E-05,Bacillota,#b3de69
Anaerobacillus_isosaccharinicus,6.48401E-06,5.5324E-06,7.73367E-06,Bacillota,#b3de69
Evansella_cellulosilytica,5.21388E-06,3.74238E-06,7.29803E-06,Bacillota,#b3de69
Psychrobacillus_glaciei,6.26583E-06,3.66778E-06,6.35759E-06,Bacillota,#b3de69
Lentibacillus_sp__CBA3610,4.7089E-06,4.29831E-06,7.09931E-06,Bacillota,#b3de69
Anoxybacillus_caldiproteolyticus,3.6541E-06,3.14716E-06,4.78821E-06,Bacillota,#b3de69
Anoxybacillus_gonensis,5.05821E-06,3.38001E-06,5.71813E-06,Bacillota,#b3de69
Heyndrickxia_vini,8.53953E-06,6.45994E-06,1.00231E-05,Bacillota,#b3de69
Oceanobacillus_kimchii,4.35563E-06,3.18025E-06,5.31756E-06,Bacillota,#b3de69
Oceanobacillus_iheyensis,8.38599E-06,5.94047E-06,8.41486E-06,Bacillota,#b3de69
Niallia_sp__RD1,1.14727E-05,7.72215E-06,1.12687E-05,Bacillota,#b3de69
Virgibacillus_necropolis,4.52705E-06,3.24492E-06,4.39318E-06,Bacillota,#b3de69
Metabacillus_endolithicus,7.5407E-06,4.49227E-06,8.00949E-06,Bacillota,#b3de69
Metabacillus_sediminilitoris,8.30126E-06,4.92905E-06,9.76893E-06,Bacillota,#b3de69
Halobacillus_mangrovi,6.14289E-06,4.05854E-06,7.15298E-06,Bacillota,#b3de69
Halobacillus_halophilus,4.52673E-06,2.80886E-06,4.65196E-06,Bacillota,#b3de69
Halobacillus_litoralis,6.54522E-06,5.61272E-06,7.64945E-06,Bacillota,#b3de69
Halobacillus_naozhouensis,2.12279E-05,1.4981E-05,2.51474E-05,Bacillota,#b3de69
Cytobacillus_solani,7.90929E-06,7.33361E-06,9.8076E-06,Bacillota,#b3de69
Lysinibacillus_capsici,1.64684E-05,1.586E-05,2.30599E-05,Bacillota,#b3de69
Lysinibacillus_timonensis,3.49038E-05,1.89894E-05,4.35359E-05,Bacillota,#b3de69
Neobacillus_cucumis,6.73025E-06,5.98948E-06,8.07326E-06,Bacillota,#b3de69
Neobacillus_sp__PS3_12,8.11279E-06,5.90001E-06,8.81479E-06,Bacillota,#b3de69
Neobacillus_sp__PS3_34,7.37649E-06,5.66462E-06,8.33854E-06,Bacillota,#b3de69
Neobacillus_sp__DY30,1.17932E-05,8.13039E-06,1.15204E-05,Bacillota,#b3de69
Neobacillus_sp__SuZ13,1.44106E-05,0.000013258,1.72017E-05,Bacillota,#b3de69
Bacillus_aquiflavi,5.11798E-06,3.77624E-06,6.10265E-06,Bacillota,#b3de69
Bacillus_arachidis,9.09158E-06,7.53738E-06,1.21092E-05,Bacillota,#b3de69
Bacillus_sp__FJAT_22090,4.72981E-06,3.50305E-06,5.61984E-06,Bacillota,#b3de69
Bacillus_sp__THAF10,5.4002E-06,3.69976E-06,7.43933E-06,Bacillota,#b3de69
Bacillus_sp__ZJS3,2.74245E-05,1.43699E-05,3.22095E-05,Bacillota,#b3de69
Bacillus_amyloliquefaciens,0.000053724,3.84843E-05,8.37302E-05,Bacillota,#b3de69
Bacillus_tropicus,1.26013E-05,7.8037E-06,1.5565E-05,Bacillota,#b3de69
Paenibacillus_terrae,4.47449E-06,2.99935E-06,5.50684E-06,Bacillota,#b3de69
Paenibacillus_swuensis,9.97467E-06,9.08842E-06,1.193E-05,Bacillota,#b3de69
Paenibacillus_durus,1.97185E-05,1.50518E-05,2.02871E-05,Bacillota,#b3de69
Paenibacillus_beijingensis,1.44637E-05,1.14893E-05,1.40214E-05,Bacillota,#b3de69
Paenibacillus_sp__N3_727,4.77211E-06,3.10717E-06,7.15181E-06,Bacillota,#b3de69
Paenibacillus_sp__CC_CFT742,4.31646E-06,2.37347E-06,4.69739E-06,Bacillota,#b3de69
Paenibacillus_sp__DCT19,6.96482E-06,4.12112E-06,6.9875E-06,Bacillota,#b3de69
Segatella_copri,6.54688E-05,1.56239E-05,7.93408E-06,Bacteroidota,#fb8072
Paraprevotella_xylaniphila,1.23127E-05,1.12963E-05,7.68608E-06,Bacteroidota,#fb8072
Prevotella_sp__E2_28,5.67319E-06,7.54405E-06,4.98597E-06,Bacteroidota,#fb8072
Alistipes_megaguti,1.37398E-05,1.36414E-05,9.82095E-06,Bacteroidota,#fb8072
Algoriphagus_sp__Y33,2.81132E-05,2.80511E-05,2.05099E-05,Bacteroidota,#fb8072
Nonlabens_sp__SY33080,4.97476E-06,5.94653E-06,2.01652E-06,Bacteroidota,#fb8072
Saprospira_grandis,1.24844E-05,1.0193E-05,1.34263E-05,Bacteroidota,#fb8072
Porphyromonas_somerae,1.62419E-05,1.14702E-05,2.11593E-05,Bacteroidota,#fb8072
Bacteroides_coprosuis,8.65825E-06,5.92473E-06,9.97249E-06,Bacteroidota,#fb8072
Bacteroides_helcogenes,9.51083E-06,6.83831E-06,1.14422E-05,Bacteroidota,#fb8072
Sphingobacterium_sp__CZ_2,2.41418E-05,1.97354E-05,2.40333E-05,Bacteroidota,#fb8072
Arachidicoccus_ginsenosidivorans,5.17209E-05,4.51427E-05,5.46906E-05,Bacteroidota,#fb8072
Adhaeribacter_radiodurans,4.80288E-05,3.72426E-05,5.5391E-05,Bacteroidota,#fb8072
Hymenobacter_sp__BT18,3.03128E-05,2.67168E-05,3.00369E-05,Bacteroidota,#fb8072
Owenweeksia_hongkongensis,1.57556E-05,1.06812E-05,1.43826E-05,Bacteroidota,#fb8072
Blattabacterium_sp___Blaberus_giganteus_,2.29879E-06,7.96631E-07,3.10754E-06,Bacteroidota,#fb8072
Blattabacterium_sp___Cryptocercus_kyebangensis_,2.90501E-06,1.66781E-06,3.42728E-06,Bacteroidota,#fb8072
Blattabacterium_cuenoti,9.42394E-05,7.37522E-05,0.000108055,Bacteroidota,#fb8072
Kaistella_polysaccharea,9.61731E-06,8.75912E-06,1.36121E-05,Bacteroidota,#fb8072
Chryseobacterium_oranimense,1.46892E-05,1.34896E-05,1.71538E-05,Bacteroidota,#fb8072
Chryseobacterium_nakagawai,2.68634E-05,2.01712E-05,2.93211E-05,Bacteroidota,#fb8072
Chryseobacterium_shandongense,3.64279E-05,3.83579E-05,5.45309E-05,Bacteroidota,#fb8072
Chryseobacterium_capnotolerans,1.89216E-05,1.36423E-05,2.08434E-05,Bacteroidota,#fb8072
Chryseobacterium_joostei,1.91052E-05,1.52667E-05,2.42269E-05,Bacteroidota,#fb8072
Chryseobacterium_gambrini,3.02603E-05,2.67025E-05,3.74157E-05,Bacteroidota,#fb8072
Chryseobacterium_arthrosphaerae,4.30701E-05,3.63944E-05,4.48636E-05,Bacteroidota,#fb8072
Chryseobacterium_sp__StRB126,1.66223E-05,1.41104E-05,2.11511E-05,Bacteroidota,#fb8072
Chryseobacterium_sp__MA9,1.23823E-05,8.98581E-06,1.19392E-05,Bacteroidota,#fb8072
Chryseobacterium_sp__T16E_39,2.09727E-05,1.87337E-05,2.87183E-05,Bacteroidota,#fb8072
